index_x,Year,State,Employed persons ('000) (D7)_15–19,Employed persons ('000) (D7)_20–24,Employed persons ('000) (D7)_25–29,Employed persons ('000) (D7)_30–34,Employed persons ('000) (D7)_35–39,Employed persons ('000) (D7)_40–44,Employed persons ('000) (D7)_45–49,Employed persons ('000) (D7)_50–54,Employed persons ('000) (D7)_55–59,Employed persons ('000) (D7)_60–64,Labour force ('000) (D7)_15–19,Labour force ('000) (D7)_20–24,Labour force ('000) (D7)_25–29,Labour force ('000) (D7)_30–34,Labour force ('000) (D7)_35–39,Labour force ('000) (D7)_40–44,Labour force ('000) (D7)_45–49,Labour force ('000) (D7)_50–54,Labour force ('000) (D7)_55–59,Labour force ('000) (D7)_60–64,index_y,national_Employed persons ('000) (D7)_15–19,national_Employed persons ('000) (D7)_20–24,national_Employed persons ('000) (D7)_25–29,national_Employed persons ('000) (D7)_30–34,national_Employed persons ('000) (D7)_35–39,national_Employed persons ('000) (D7)_40–44,national_Employed persons ('000) (D7)_45–49,national_Employed persons ('000) (D7)_50–54,national_Employed persons ('000) (D7)_55–59,national_Employed persons ('000) (D7)_60–64,national_Labour force ('000) (D7)_15–19,national_Labour force ('000) (D7)_20–24,national_Labour force ('000) (D7)_25–29,national_Labour force ('000) (D7)_30–34,national_Labour force ('000) (D7)_35–39,national_Labour force ('000) (D7)_40–44,national_Labour force ('000) (D7)_45–49,national_Labour force ('000) (D7)_50–54,national_Labour force ('000) (D7)_55–59,national_Labour force ('000) (D7)_60–64,Female_Unemployment Rate (%) (D6),Male_Unemployment Rate (%) (D6),national_Female_Unemployment Rate (%) (D6),national_Male_Unemployment Rate (%) (D6),index_x_,Employed persons ('000) (D3)_Certificate,Employed persons ('000) (D3)_Degree,Employed persons ('000) (D3)_Diploma,Employed persons ('000) (D3)_No certificate,Employed persons ('000) (D3)_Not applicable,Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Employed persons ('000) (D3)_Religious certificate,Employed persons ('000) (D3)_SPM or equivalent,Employed persons ('000) (D3)_STPM or equivalent,Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,Labour Force ('000) (D3)_Certificate,Labour Force ('000) (D3)_Degree,Labour Force ('000) (D3)_Diploma,Labour Force ('000) (D3)_No certificate,Labour Force ('000) (D3)_Not applicable,Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Labour Force ('000) (D3)_Religious certificate,Labour Force ('000) (D3)_SPM or equivalent,Labour Force ('000) (D3)_STPM or equivalent,Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,index_y_,national_Employed persons ('000) (D3)_Certificate,national_Employed persons ('000) (D3)_Degree,national_Employed persons ('000) (D3)_Diploma,national_Employed persons ('000) (D3)_No certificate,national_Employed persons ('000) (D3)_Not applicable,national_Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Employed persons ('000) (D3)_Religious certificate,national_Employed persons ('000) (D3)_SPM or equivalent,national_Employed persons ('000) (D3)_STPM or equivalent,national_Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,national_Labour Force ('000) (D3)_Certificate,national_Labour Force ('000) (D3)_Degree,national_Labour Force ('000) (D3)_Diploma,national_Labour Force ('000) (D3)_No certificate,national_Labour Force ('000) (D3)_Not applicable,national_Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Labour Force ('000) (D3)_Religious certificate,national_Labour Force ('000) (D3)_SPM or equivalent,national_Labour Force ('000) (D3)_STPM or equivalent,national_Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,Price type (D2),National GDP (RM Million) (D2),national_gdp_growth (%) (D2),national_lf ('000) (D1),national_lf_employed ('000) (D1),national_lf_unemployed ('000) (D1),national_lf_outside ('000) (D1),national_p_rate (%) (D1),national_ep_ratio (%) (D1),national_u_rate (%) (D1),national_CPI (D4),national_Inflation Rate (%) (D4),national_IPI (D5),national_Industrial Production Rate (%) (D5)
22,1983,Perak,81.5,109.0,93.8,87.4,69.6,64.6,62.3,46.8,30.5,23.7,95.5,118.4,98.4,89.3,70.6,65.1,63.4,47.9,32.2,24.4,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,5.4,4.9,4.7,3.3,22.0,-,5.2,13.7,429.6,83.6,71.2,1.7,60.1,4.2,-,-,5.3,13.9,451,85.4,75.6,2,67.5,4.2,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
23,1983,Perlis,5.2,9.1,6.2,8.0,7.2,10.2,7.1,4.8,3.4,2.7,6.3,9.8,6.2,8.0,7.2,10.2,7.1,4.8,3.7,2.7,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,4.9,2.6,4.7,3.3,23.0,-,0.1,1.3,43.8,7.6,4.1, -,6.6,0.3,-,-,0.1,1.5,44.6,7.6,4.1,0,7.9,0.3,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
24,1983,Pulau Pinang,50.7,79.5,63.2,50.8,44.0,38.7,34.3,21.5,13.3,9.0,56.6,85.7,64.3,50.9,44.1,39.4,34.6,22.4,13.7,9.3,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,4.3,3.6,4.7,3.3,24.0,-,8.1,7.1,250.8,26,44, -,61.9,6.9,-,-,8.2,7.1,258.4,27,46.2,-,66.4,7.7,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
25,1983,Sabah,39.1,77.1,69.1,53.7,35.0,34.2,25.9,20.4,12.9,10.2,48.5,81.3,70.4,54.4,35.1,34.4,26.0,20.4,13.0,10.3,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,5.6,3.6,4.7,3.3,25.0,-,4.9,3.1,191.8,98.4,43.2,0.4,32.9,3.1,-,-,5,3.1,201.6,99.8,46.6,0.4,34.2,3.1,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
26,1983,Sarawak,74.4,92.1,80.1,67.2,57.4,51.0,38.5,35.4,24.1,19.9,89.5,101.5,82.6,68.1,57.8,51.4,38.7,35.7,24.2,20.0,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,5.9,4.7,4.7,3.3,26.0,-,6.2,10.3,258.2,182.2,42.4,0.1,37.5,3.1,-,-,6.5,10.4,275.3,184.2,48.7,0.1,41,3.2,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
27,1983,Selangor,87.7,170.3,146.5,103.0,79.0,54.4,44.6,29.5,15.0,10.1,93.5,176.3,149.8,104.1,79.1,54.6,44.9,29.5,15.3,10.1,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,2.7,2.1,4.7,3.3,27.0,-,25.3,20.6,405.3,53.7,67.3,1.1,150.2,16.5,-,-,27,20.6,412.6,54,70,1.1,155.1,16.8,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
28,1983,Terengganu,22.2,42.5,37.1,26.4,27.6,21.1,21.9,14.2,13.5,10.5,25.0,45.5,37.2,26.4,27.6,21.2,21.9,14.2,13.5,10.5,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,2.7,2.5,4.7,3.3,28.0,-,2.2,9.7,132,49.2,14.5,0.9,27.1,1.2,-,-,2.2,9.7,134.5,49.3,15.4,0.9,29.7,1.2,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
29,1983,W.P. Kuala Lumpur,46.2,109.5,85.3,62.4,42.0,31.9,22.0,16.8,9.4,5.2,49.2,112.2,86.6,63.2,42.4,32.2,22.0,17.0,9.7,5.2,18,597.5,1025.1,896.4,744.8,580.0,513.3,427.3,315.9,203.4,153.2,684.8,1095.4,918.9,753.1,585.8,517.3,432.5,320.2,207.9,155.9,2.4,1.8,4.7,3.3,29.0,-,13.1,11.2,228.6,18,50.9,0.8,98.8,9.4,-,-,13.1,11.5,234.3,18,52.1,0.8,100.5,9.4,-,18.0,-,86.6,135.3,"3,165.20",806.7,496.8,10.7,698.3,57.4,-,-,90.2,137.1,"3,274.40",818.6,528.7,11,750.1,61.7,-,Current Prices,70444.0,12.532149075863842,5671.8,5457.0,214.9,2969.4,65.6,63.2,3.8,120.3,3.7068965517241357,118.6,12.417061611374402
30,1984,Johor,68.0,126.6,108.0,92.2,72.7,62.6,55.0,35.5,22.6,13.9,79.4,138.5,109.9,93.6,73.7,63.2,56.0,36.3,23.5,14.1,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,5.6,3.9,6.2,4.4,30.0,-,8.4,17.4,413.9,63.4,60.1,1.3,86.8,5.9,-,-,9,17.9,428.4,65,64.3,1.3,95.4,6.7,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
31,1984,Kedah,33.1,65.8,61.4,54.3,49.8,40.6,45.0,29.1,22.0,16.4,41.7,75.9,63.4,55.7,50.3,41.1,45.6,29.4,22.4,17.0,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,8.1,4.3,6.2,4.4,31.0,-,4.9,11.3,245.9,73.6,31.5,0.6,46.8,2.9,-,-,5,11.4,255.9,75,36.3,0.6,54.5,3.8,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
32,1984,Kelantan,18.0,50.7,46.6,43.0,39.6,33.5,28.4,22.2,22.8,17.7,23.8,58.8,48.2,43.7,39.9,34.2,28.8,22.5,23.1,17.9,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,5.6,5.4,6.2,4.4,32.0,-,4.5,9.5,140.4,100.4,25.4,0.3,38.7,3.2,-,-,4.7,10,146.7,102.1,28,0.4,45.2,3.8,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
34,1984,Melaka,16.3,30.1,25.8,18.3,19.5,16.6,14.7,11.5,6.5,3.3,19.6,33.4,26.3,18.6,19.8,17.0,14.7,12.0,6.7,3.7,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,5.8,5.1,6.2,4.4,34.0,-,3,3.9,97.5,16.6,15.1,0,24.9,1.6,-,-,3.3,4.1,101.1,17.4,16.2,0,28,1.7,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
35,1984,Negeri Sembilan,17.9,38.7,38.6,33.3,23.1,21.8,22.1,14.3,9.1,4.5,21.8,43.8,39.2,33.7,23.5,22.2,22.5,14.6,9.2,4.5,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,6.0,4.4,6.2,4.4,35.0,-,4.1,7.1,142,18,19.9,0.3,29.5,2.5,-,-,4.2,7.4,147.5,18.4,20.9,0.3,33.5,2.8,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
36,1984,Pahang,32.5,56.4,52.1,45.0,35.7,30.4,25.2,13.3,9.1,7.1,38.5,61.2,53.6,45.6,36.3,30.7,25.4,13.6,9.5,7.2,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,6.8,3.6,6.2,4.4,36.0,-,2.9,6.9,178.1,34.4,34.8,1,46,2.8,-,-,3,6.9,185.4,34.9,38.7,1.2,48.7,3,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
37,1984,Perak,68.3,100.7,97.3,91.5,80.9,62.0,59.7,47.7,31.2,20.3,81.0,113.3,100.8,93.3,82.6,63.1,60.8,49.1,32.3,20.9,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,6.1,5.0,6.2,4.4,37.0,-,7.4,16.5,418.2,79.8,62.8,1.5,68.9,4.5,-,-,7.9,16.9,437.9,82.3,69.3,1.5,76.6,4.9,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
38,1984,Perlis,5.6,7.9,9.5,9.6,8.4,5.9,7.0,3.1,2.5,2.2,7.2,8.9,9.6,9.7,8.4,5.9,7.2,3.1,2.6,2.2,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,9.6,2.3,6.2,4.4,38.0,-,0.5,1.9,40.2,6.8,4.8, -,7.3,0.4,-,-,0.6,2,41.2,6.9,5,0,8.6,0.6,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
39,1984,Pulau Pinang,32.8,83.2,63.2,52.1,48.7,33.8,28.7,22.2,12.0,6.9,38.1,87.8,64.3,53.2,49.2,34.0,29.2,22.4,12.5,7.2,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,3.3,3.7,6.2,4.4,39.0,-,8.6,9,226.3,26.2,41.1,0.1,67.5,4.7,-,-,8.8,9.3,233.6,26.5,43.2,0.1,71.1,5.1,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
40,1984,Sabah,41.4,77.6,73.4,58.5,36.8,39.3,27.9,21.3,13.4,10.8,54.5,84.6,75.4,59.5,37.4,39.8,28.5,21.5,13.7,10.9,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,7.0,5.6,6.2,4.4,40.0,-,5.8,4.7,211.4,105.6,39.2,0.2,30.8,2.5,-,-,6.1,4.8,226.4,108.9,43.7,0.2,33.2,2.6,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
41,1984,Sarawak,80.3,100.1,83.4,74.3,60.9,53.9,41.7,37.0,23.6,20.2,100.8,111.9,86.8,76.0,62.0,54.8,42.4,37.5,24.0,20.6,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,8.6,5.5,6.2,4.4,41.0,-,7.7,12.2,285.4,181.1,46.5, -,39.4,2.9,-,-,8.3,12.4,310.3,185,53.6,-,43.8,3.2,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
42,1984,Selangor,64.7,152.0,137.0,104.4,76.1,55.2,45.3,28.8,15.6,11.2,76.6,161.0,139.9,105.7,77.1,55.9,45.6,29.5,16.0,11.5,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,4.8,3.5,6.2,4.4,42.0,-,29.6,24,339.6,47.7,77.1,0.6,155.5,16.4,-,-,30.6,24.3,353,48.8,81.6,0.6,162.9,17,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
43,1984,Terengganu,16.7,36.6,32.9,28.3,23.0,18.4,20.0,12.2,8.3,8.1,22.9,42.3,34.3,28.4,23.5,18.6,20.3,12.3,8.4,8.3,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,9.7,5.4,6.2,4.4,43.0,-,2.8,6.7,107.5,43.6,15.5,0.4,26.7,1.3,-,-,2.9,6.8,114.2,44.4,17.7,0.4,31.3,1.5,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
44,1984,W.P. Kuala Lumpur,43.2,114.0,102.6,72.2,52.7,39.6,29.6,17.2,9.9,4.5,49.8,120.9,104.6,73.5,53.6,40.1,30.0,17.3,10.3,4.5,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,4.4,3.5,6.2,4.4,44.0,-,19.2,8.5,210.7,22.9,79.9,0.4,128.8,15,-,-,19.6,8.7,217.9,23.9,84.3,0.4,134.3,15.5,-,33.0,-,109.7,139.8,"3,066.10",821.8,555.9,6.7,799.7,66.6,-,-,114.4,143.1,"3,209.20",841.4,605.2,7,869.4,72.3,-,Current Prices,79550.0,12.92657997842257,5862.5,5566.7,295.8,3119.6,65.3,62.0,5.0,124.6,3.574397339983373,137.6,16.020236087689714
45,1984,W.P. Labuan,1.6,3.9,3.6,2.6,1.5,1.0,0.7,0.5,0.3,0.3,2.3,4.3,3.8,2.7,1.5,1.0,0.7,0.5,0.4,0.3,33,540.5,1044.2,935.5,779.5,629.4,514.6,451.0,315.9,208.8,147.3,658.1,1146.5,959.9,792.9,638.8,521.6,457.8,321.4,214.6,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1985,Johor,74.7,128.5,109.2,92.0,79.6,60.7,54.2,34.3,26.1,13.4,88.0,141.5,112.6,93.9,81.2,61.7,55.3,35.6,26.6,14.0,49,539.5,1054.3,952.1,791.9,662.0,512.5,464.6,313.8,223.8,138.9,662.8,1172.3,984.8,809.3,673.9,521.2,473.2,320.3,229.5,142.9,6.5,4.6,6.7,5.0,46.0,-,10,18.7,431,59.3,54.9,1,90.5,7.2,-,-,10.7,19.2,449.8,60.9,60.3,1,100.3,8.2,-,49.0,-,120.2,150.8,"3,156.90",785.7,532,9.5,826.9,70.7,-,-,126.6,155.2,"3,322.10",805.2,587.7,9.8,905.2,77.9,-,Current Prices,77470.0,-2.6147077309867983,5990.1,5653.4,336.8,3124.9,65.7,62.0,5.6,125.1,0.40128410914927776,133.3,-3.124999999999988
47,1985,Kedah,34.4,63.4,62.2,57.3,49.8,38.7,44.6,27.4,21.0,15.0,44.5,76.6,64.5,59.1,50.7,39.7,45.3,27.9,21.5,15.6,49,539.5,1054.3,952.1,791.9,662.0,512.5,464.6,313.8,223.8,138.9,662.8,1172.3,984.8,809.3,673.9,521.2,473.2,320.3,229.5,142.9,10.5,5.1,6.7,5.0,47.0,-,3.9,12.5,252.6,65.7,28,1.1,46.9,3.1,-,-,4.3,12.9,266.4,67.8,32.3,1.1,56.4,4.1,-,49.0,-,120.2,150.8,"3,156.90",785.7,532,9.5,826.9,70.7,-,-,126.6,155.2,"3,322.10",805.2,587.7,9.8,905.2,77.9,-,Current Prices,77470.0,-2.6147077309867983,5990.1,5653.4,336.8,3124.9,65.7,62.0,5.6,125.1,0.40128410914927776,133.3,-3.124999999999988
48,1985,Kelantan,20.8,47.2,45.7,39.2,39.3,39.0,29.9,23.0,23.0,16.4,26.0,57.8,47.5,39.9,40.2,39.4,30.4,23.1,23.3,16.6,49,539.5,1054.3,952.1,791.9,662.0,512.5,464.6,313.8,223.8,138.9,662.8,1172.3,984.8,809.3,673.9,521.2,473.2,320.3,229.5,142.9,5.0,6.6,6.7,5.0,48.0,-,4.5,10.1,146.7,98,21.8,0.8,38.4,3.2,-,-,5.1,10.5,153.5,99.3,24.6,0.8,46.2,4.2,-,49.0,-,120.2,150.8,"3,156.90",785.7,532,9.5,826.9,70.7,-,-,126.6,155.2,"3,322.10",805.2,587.7,9.8,905.2,77.9,-,Current Prices,77470.0,-2.6147077309867983,5990.1,5653.4,336.8,3124.9,65.7,62.0,5.6,125.1,0.40128410914927776,133.3,-3.124999999999988
50,1985,Melaka,17.0,34.9,27.0,20.5,18.2,15.6,14.2,10.2,7.7,4.9,19.9,39.5,27.6,20.7,18.6,16.0,14.3,10.5,8.0,5.1,49,539.5,1054.3,952.1,791.9,662.0,512.5,464.6,313.8,223.8,138.9,662.8,1172.3,984.8,809.3,673.9,521.2,473.2,320.3,229.5,142.9,6.5,4.9,6.7,5.0,50.0,-,3.3,5,100.8,15.5,16.8,0.4,26.4,1.9,-,-,3.6,5.2,105.5,16.3,17.7,0.4,29,2.3,-,49.0,-,120.2,150.8,"3,156.90",785.7,532,9.5,826.9,70.7,-,-,126.6,155.2,"3,322.10",805.2,587.7,9.8,905.2,77.9,-,Current Prices,77470.0,-2.6147077309867983,5990.1,5653.4,336.8,3124.9,65.7,62.0,5.6,125.1,0.40128410914927776,133.3,-3.124999999999988
51,1985,Negeri Sembilan,15.9,34.9,33.4,31.5,27.6,22.2,21.0,12.6,8.5,3.2,19.8,38.6,34.2,32.4,27.9,22.4,21.2,12.7,8.8,3.2,49,539.5,1054.3,952.1,791.9,662.0,512.5,464.6,313.8,223.8,138.9,662.8,1172.3,984.8,809.3,673.9,521.2,473.2,320.3,229.5,142.9,4.6,4.7,6.7,5.0,51.0,-,3.9,5.2,140.7,14.7,16.8,0.2,26.9,2.4,-,-,4.1,5.3,145.1,15.1,18.6,0.2,30.2,2.5,-,49.0,-,120.2,150.8,"3,156.90",785.7,532,9.5,826.9,70.7,-,-,126.6,155.2,"3,322.10",805.2,587.7,9.8,905.2,77.9,-,Current Prices,77470.0,-2.6147077309867983,5990.1,5653.4,336.8,3124.9,65.7,62.0,5.6,125.1,0.40128410914927776,133.3,-3.124999999999988
52,1985,Pahang,35.6,61.4,53.4,47.2,39.7,30.6,28.5,14.8,9.9,6.8,42.0,66.2,54.7,47.8,40.0,30.8,28.7,15.0,10.4,7.1,49,539.5,1054.3,952.1,791.9,662.0,512.5,464.6,313.8,223.8,138.9,662.8,1172.3,984.8,809.3,673.9,521.2,473.2,320.3,229.5,142.9,5.8,3.7,6.7,5.0,52.0,-,2.6,9.1,197.1,34.6,34.1,1.3,47,1.7,-,-,2.7,9.2,204.2,34.9,37.3,1.5,50.7,1.9,-,49.0,-,120.2,150.8,"3,156.90",785.7,532,9.5,826.9,70.7,-,-,126.6,155.2,"3,322.10",805.2,587.7,9.8,905.2,77.9,-,Current Prices,77470.0,-2.6147077309867983,5990.1,5653.4,336.8,3124.9,65.7,62.0,5.6,125.1,0.40128410914927776,133.3,-3.124999999999988
